0
node02
0
Sat Nov 18 16:59:14 2023       
+---------------------------------------------------------------------------------------+
| NVIDIA-SMI 530.30.02              Driver Version: 530.30.02    CUDA Version: 12.1     |
|-----------------------------------------+----------------------+----------------------+
| GPU  Name                  Persistence-M| Bus-Id        Disp.A | Volatile Uncorr. ECC |
| Fan  Temp  Perf            Pwr:Usage/Cap|         Memory-Usage | GPU-Util  Compute M. |
|                                         |                      |               MIG M. |
|=========================================+======================+======================|
|   0  NVIDIA GeForce RTX 3090         On | 00000000:81:00.0 Off |                  N/A |
| 37%   26C    P8               18W / 350W|      1MiB / 24576MiB |      0%      Default |
|                                         |                      |                  N/A |
+-----------------------------------------+----------------------+----------------------+
                                                                                         
+---------------------------------------------------------------------------------------+
| Processes:                                                                            |
|  GPU   GI   CI        PID   Type   Process name                            GPU Memory |
|        ID   ID                                                             Usage      |
|=======================================================================================|
|  No running processes found                                                           |
+---------------------------------------------------------------------------------------+
Optimizing ./output/ilsh_00
Output folder: ./output/ilsh_00 [18/11 16:59:17]
Tensorboard not available: not logging progress [18/11 16:59:17]
Found transforms_train.json file, assuming Blender data set! [18/11 16:59:17]
Reading Training Transforms [18/11 16:59:17]
Reading Test Transforms [18/11 16:59:37]
Generating random point cloud (100000)... [18/11 16:59:39]
Loading Training Cameras [18/11 16:59:39]
[ INFO ] Encountered quite large input images (>1.6K pixels width), rescaling to 1.6K.
 If this is not desired, please explicitly specify '--resolution/-r' as 1 [18/11 16:59:39]
Loading Test Cameras [18/11 16:59:45]
Number of points at initialisation :  100000 [18/11 16:59:45]

Training progress:   0%|          | 0/30000 [00:00<?, ?it/s]
Training progress:   0%|          | 0/30000 [00:03<?, ?it/s, Loss=0.3367321]
Training progress:   0%|          | 10/30000 [00:03<2:43:38,  3.05it/s, Loss=0.3367321]
Training progress:   0%|          | 10/30000 [00:05<2:43:38,  3.05it/s, Loss=0.3214109]
Training progress:   0%|          | 20/30000 [00:05<2:23:44,  3.48it/s, Loss=0.3214109]
Training progress:   0%|          | 20/30000 [00:08<2:23:44,  3.48it/s, Loss=0.3191345]
Training progress:   0%|          | 30/30000 [00:08<2:20:24,  3.56it/s, Loss=0.3191345]
Training progress:   0%|          | 30/30000 [00:11<2:20:24,  3.56it/s, Loss=0.3234646]
Training progress:   0%|          | 40/30000 [00:11<2:19:31,  3.58it/s, Loss=0.3234646]
Training progress:   0%|          | 40/30000 [00:14<2:19:31,  3.58it/s, Loss=0.3212988]
Training progress:   0%|          | 50/30000 [00:14<2:18:10,  3.61it/s, Loss=0.3212988]
Training progress:   0%|          | 50/30000 [00:16<2:18:10,  3.61it/s, Loss=0.3323649]
Training progress:   0%|          | 60/30000 [00:16<2:13:44,  3.73it/s, Loss=0.3323649]
Training progress:   0%|          | 60/30000 [00:18<2:13:44,  3.73it/s, Loss=0.3090505]
Training progress:   0%|          | 70/30000 [00:18<2:06:45,  3.94it/s, Loss=0.3090505]
Training progress:   0%|          | 70/30000 [00:20<2:06:45,  3.94it/s, Loss=0.2959318]
Training progress:   0%|          | 80/30000 [00:20<1:58:10,  4.22it/s, Loss=0.2959318]
Training progress:   0%|          | 80/30000 [00:22<1:58:10,  4.22it/s, Loss=0.3111899]
Training progress:   0%|          | 90/30000 [00:22<1:49:43,  4.54it/s, Loss=0.3111899]
Training progress:   0%|          | 90/30000 [00:24<1:49:43,  4.54it/s, Loss=0.2927645]
Training progress:   0%|          | 100/30000 [00:24<1:42:38,  4.85it/s, Loss=0.2927645]
Training progress:   0%|          | 100/30000 [00:26<1:42:38,  4.85it/s, Loss=0.2632545]
Training progress:   0%|          | 110/30000 [00:26<1:36:56,  5.14it/s, Loss=0.2632545]
Training progress:   0%|          | 110/30000 [00:27<1:36:56,  5.14it/s, Loss=0.2596631]
Training progress:   0%|          | 120/30000 [00:27<1:31:06,  5.47it/s, Loss=0.2596631]
Training progress:   0%|          | 120/30000 [00:29<1:31:06,  5.47it/s, Loss=0.2444033]
Training progress:   0%|          | 130/30000 [00:29<1:24:51,  5.87it/s, Loss=0.2444033]
Training progress:   0%|          | 130/30000 [00:30<1:24:51,  5.87it/s, Loss=0.2251878]
Training progress:   0%|          | 140/30000 [00:30<1:18:30,  6.34it/s, Loss=0.2251878]
Training progress:   0%|          | 140/30000 [00:31<1:18:30,  6.34it/s, Loss=0.1846127]
Training progress:   0%|          | 150/30000 [00:31<1:10:48,  7.03it/s, Loss=0.1846127]
Training progress:   0%|          | 150/30000 [00:32<1:10:48,  7.03it/s, Loss=0.1702200]
Training progress:   1%|          | 160/30000 [00:32<1:04:41,  7.69it/s, Loss=0.1702200]
Training progress:   1%|          | 160/30000 [00:33<1:04:41,  7.69it/s, Loss=0.1629545]
Training progress:   1%|          | 170/30000 [00:33<58:29,  8.50it/s, Loss=0.1629545]  
Training progress:   1%|          | 170/30000 [00:34<58:29,  8.50it/s, Loss=0.1186994]
Training progress:   2%|▏         | 450/30000 [00:54<35:00, 14.07it/s, Loss=0.0838712]
Training progress:   2%|▏         | 450/30000 [00:54<35:00, 14.07it/s, Loss=0.0910394]
Training progress:   2%|▏         | 460/30000 [00:54<34:23, 14.31it/s, Loss=0.0910394]
Training progress:   2%|▏         | 460/30000 [00:55<34:23, 14.31it/s, Loss=0.0892127]
Training progress:   2%|▏         | 470/30000 [00:55<34:56, 14.09it/s, Loss=0.0892127]
Training progress:   2%|▏         | 470/30000 [00:56<34:56, 14.09it/s, Loss=0.0813749]
Training progress:   2%|▏         | 480/30000 [00:56<34:50, 14.12it/s, Loss=0.0813749]
Training progress:   2%|▏         | 480/30000 [00:56<34:50, 14.12it/s, Loss=0.0799526]
Training progress:   2%|▏         | 490/30000 [00:56<34:29, 14.26it/s, Loss=0.0799526]
Training progress:   2%|▏         | 490/30000 [00:57<34:29, 14.26it/s, Loss=0.0778227]
Training progress:   2%|▏         | 500/30000 [00:57<34:16, 14.34it/s, Loss=0.0778227]
Training progress:   2%|▏         | 500/30000 [00:58<34:16, 14.34it/s, Loss=0.0790087]
Training progress:   2%|▏         | 510/30000 [00:58<34:26, 14.27it/s, Loss=0.0790087]
Training progress:   2%|▏         | 510/30000 [00:59<34:26, 14.27it/s, Loss=0.0786573]
Training progress:   2%|▏         | 520/30000 [00:59<34:35, 14.20it/s, Loss=0.0786573]
Training progress:   2%|▏         | 520/30000 [00:59<34:35, 14.20it/s, Loss=0.0740999]
Training progress:   2%|▏         | 530/30000 [00:59<34:32, 14.22it/s, Loss=0.0740999]
Training progress:   2%|▏         | 530/30000 [01:00<34:32, 14.22it/s, Loss=0.0752513]
Training progress:   2%|▏         | 540/30000 [01:00<34:01, 14.43it/s, Loss=0.0752513]
Training progress:   2%|▏         | 540/30000 [01:01<34:01, 14.43it/s, Loss=0.0780432]
Training progress:   2%|▏         | 550/30000 [01:01<34:01, 14.42it/s, Loss=0.0780432]
Training progress:   2%|▏         | 550/30000 [01:01<34:01, 14.42it/s, Loss=0.0846782]
Training progress:   2%|▏         | 560/30000 [01:01<34:22, 14.28it/s, Loss=0.0846782]
Training progress:   2%|▏         | 560/30000 [01:02<34:22, 14.28it/s, Loss=0.0808764]
Training progress:   2%|▏         | 570/30000 [01:02<34:01, 14.42it/s, Loss=0.0808764]
Training progress:   2%|▏         | 570/30000 [01:03<34:01, 14.42it/s, Loss=0.0733147]
Training progress:   2%|▏         | 580/30000 [01:03<34:13, 14.33it/s, Loss=0.0733147]
Training progress:   2%|▏         | 580/30000 [01:03<34:13, 14.33it/s, Loss=0.0830025]
Training progress:   2%|▏         | 590/30000 [01:03<33:39, 14.57it/s, Loss=0.0830025]
Training progress:   2%|▏         | 590/30000 [01:04<33:39, 14.57it/s, Loss=0.0689595]
Training progress:   2%|▏         | 600/30000 [01:04<34:23, 14.25it/s, Loss=0.0689595]
Training progress:   2%|▏         | 600/30000 [01:05<34:23, 14.25it/s, Loss=0.0952600]
Training progress:   2%|▏         | 610/30000 [01:05<39:30, 12.40it/s, Loss=0.0952600]
Training progress:   2%|▏         | 610/30000 [01:06<39:30, 12.40it/s, Loss=0.0871644]
Training progress:   2%|▏         | 620/30000 [01:06<36:22, 13.46it/s, Loss=0.0871644]
Training progress:   2%|▏         | 620/30000 [01:06<36:22, 13.46it/s, Loss=0.0808423]
Training progress:   2%|▏         | 630/30000 [01:06<34:46, 14.08it/s, Loss=0.0808423]
Training progress:   2%|▏         | 630/30000 [01:07<34:46, 14.08it/s, Loss=0.0767717]
Training progress:   2%|▏         | 640/30000 [01:07<33:42, 14.52it/s, Loss=0.0767717]
Training progress:   2%|▏         | 640/30000 [01:08<33:42, 14.52it/s, Loss=0.0799630]
Training progress:   2%|▏         | 650/30000 [01:08<32:54, 14.86it/s, Loss=0.0799630]
Training progress:   2%|▏         | 650/30000 [01:08<32:54, 14.86it/s, Loss=0.0760440]
Training progress:   2%|▏         | 660/30000 [01:08<32:17, 15.15it/s, Loss=0.0760440]
Training progress:   2%|▏         | 660/30000 [01:09<32:17, 15.15it/s, Loss=0.0725450]
Training progress:   2%|▏         | 670/30000 [01:09<31:45, 15.39it/s, Loss=0.0725450]
Training progress:   2%|▏         | 670/30000 [01:10<31:45, 15.39it/s, Loss=0.0660811]
Training progress:   2%|▏         | 680/30000 [01:10<31:42, 15.41it/s, Loss=0.0660811]
Training progress:   2%|▏         | 680/30000 [01:10<31:42, 15.41it/s, Loss=0.0728740]
Training progress:   2%|▏         | 690/30000 [01:10<30:57, 15.78it/s, Loss=0.0728740]
Training progress:   2%|▏         | 690/30000 [01:11<30:57, 15.78it/s, Loss=0.0726570]
Training progress:   2%|▏         | 700/30000 [01:11<30:54, 15.80it/s, Loss=0.0726570]
Training progress:   2%|▏         | 700/30000 [01:11<30:54, 15.80it/s, Loss=0.0839031]
Training progress:   2%|▏         | 710/30000 [01:11<31:29, 15.50it/s, Loss=0.0839031]
Training progress:   2%|▏         | 710/30000 [01:12<31:29, 15.50it/s, Loss=0.0834582]
Training progress:   2%|▏         | 720/30000 [01:12<31:02, 15.72it/s, Loss=0.0834582]
Training progress:   2%|▏         | 720/30000 [01:13<31:02, 15.72it/s, Loss=0.0795428]
Training progress:   2%|▏         | 730/30000 [01:13<30:39, 15.91it/s, Loss=0.0795428]
Training progress:   2%|▏         | 730/30000 [01:13<30:39, 15.91it/s, Loss=0.0920836]
Training progress:   2%|▏         | 740/30000 [01:13<30:26, 16.02it/s, Loss=0.0920836]
Training progress:   2%|▏         | 740/30000 [01:14<30:26, 16.02it/s, Loss=0.0775474]
Training progress:   2%|▎         | 750/30000 [01:14<30:00, 16.24it/s, Loss=0.0775474]
Training progress:   2%|▎         | 750/30000 [01:15<30:00, 16.24it/s, Loss=0.0722606]
Training progress:   3%|▎         | 760/30000 [01:15<30:21, 16.05it/s, Loss=0.0722606]
Training progress:   3%|▎         | 760/30000 [01:15<30:21, 16.05it/s, Loss=0.0737118]
Training progress:   3%|▎         | 770/30000 [01:15<30:10, 16.15it/s, Loss=0.0737118]
Training progress:   3%|▎         | 770/30000 [01:16<30:10, 16.15it/s, Loss=0.0718526]
Training progress:   3%|▎         | 780/30000 [01:16<30:16, 16.08it/s, Loss=0.0718526]
Training progress:   3%|▎         | 780/30000 [01:16<30:16, 16.08it/s, Loss=0.0686582]
Training progress:   3%|▎         | 790/30000 [01:16<30:03, 16.19it/s, Loss=0.0686582]
Training progress:   3%|▎         | 790/30000 [01:17<30:03, 16.19it/s, Loss=0.0696013]
Training progress:   3%|▎         | 800/30000 [01:17<30:11, 16.12it/s, Loss=0.0696013]
Training progress:   3%|▎         | 800/30000 [01:18<30:11, 16.12it/s, Loss=0.0782839]
Training progress:   3%|▎         | 810/30000 [01:18<31:08, 15.62it/s, Loss=0.0782839]
Training progress:   3%|▎         | 810/30000 [01:18<31:08, 15.62it/s, Loss=0.0774838]
Training progress:   3%|▎         | 820/30000 [01:18<30:36, 15.89it/s, Loss=0.0774838]
Training progress:   3%|▎         | 820/30000 [01:19<30:36, 15.89it/s, Loss=0.0826399]
Training progress:   3%|▎         | 830/30000 [01:19<30:20, 16.02it/s, Loss=0.0826399]
Training progress:   3%|▎         | 830/30000 [01:19<30:20, 16.02it/s, Loss=0.0734907]
Training progress:   3%|▎         | 840/30000 [01:19<29:46, 16.32it/s, Loss=0.0734907]
Training progress:   3%|▎         | 840/30000 [01:20<29:46, 16.32it/s, Loss=0.0765837]
Training progress:   3%|▎         | 850/30000 [01:20<29:54, 16.24it/s, Loss=0.0765837]
Training progress:   3%|▎         | 850/30000 [01:21<29:54, 16.24it/s, Loss=0.0645478]
Training progress:   3%|▎         | 860/30000 [01:21<30:11, 16.08it/s, Loss=0.0645478]
Training progress:   3%|▎         | 860/30000 [01:21<30:11, 16.08it/s, Loss=0.0689829]
Training progress:   3%|▎         | 870/30000 [01:21<30:12, 16.08it/s, Loss=0.0689829]
Training progress:   3%|▎         | 870/30000 [01:22<30:12, 16.08it/s, Loss=0.0800131]
Training progress:   3%|▎         | 880/30000 [01:22<30:08, 16.11it/s, Loss=0.0800131]
Training progress:   3%|▎         | 880/30000 [01:23<30:08, 16.11it/s, Loss=0.0637974]
Training progress:   3%|▎         | 890/30000 [01:23<30:23, 15.96it/s, Loss=0.0637974]
Training progress:   3%|▎         | 890/30000 [01:23<30:23, 15.96it/s, Loss=0.0694512]
Training progress:   3%|▎         | 900/30000 [01:23<29:48, 16.27it/s, Loss=0.0694512]
Training progress:   3%|▎         | 900/30000 [01:24<29:48, 16.27it/s, Loss=0.0748405]
Training progress:   3%|▎         | 910/30000 [01:24<30:38, 15.82it/s, Loss=0.0748405]
Training progress:   3%|▎         | 910/30000 [01:25<30:38, 15.82it/s, Loss=0.0760463]
Training progress:   3%|▎         | 920/30000 [01:25<30:32, 15.87it/s, Loss=0.0760463]
Training progress:   3%|▎         | 920/30000 [01:25<30:32, 15.87it/s, Loss=0.0713019]
Training progress:   3%|▎         | 930/30000 [01:25<30:00, 16.15it/s, Loss=0.0713019]
Training progress:   3%|▎         | 930/30000 [01:26<30:00, 16.15it/s, Loss=0.0652128]
Training progress:   3%|▎         | 940/30000 [01:26<30:00, 16.14it/s, Loss=0.0652128]
Training progress:   3%|▎         | 940/30000 [01:26<30:00, 16.14it/s, Loss=0.0535163]
Training progress:   3%|▎         | 950/30000 [01:26<29:49, 16.23it/s, Loss=0.0535163]
Training progress:   3%|▎         | 950/30000 [01:27<29:49, 16.23it/s, Loss=0.0647767]
Training progress:   3%|▎         | 960/30000 [01:27<29:51, 16.21it/s, Loss=0.0647767]
Training progress:   3%|▎         | 960/30000 [01:28<29:51, 16.21it/s, Loss=0.0641504]
Training progress:   3%|▎         | 970/30000 [01:28<29:40, 16.31it/s, Loss=0.0641504]
Training progress:   3%|▎         | 970/30000 [01:28<29:40, 16.31it/s, Loss=0.0671489]
Training progress:   3%|▎         | 980/30000 [01:28<29:24, 16.44it/s, Loss=0.0671489]
Training progress:   3%|▎         | 980/30000 [01:29<29:24, 16.44it/s, Loss=0.0614438]
Training progress:   3%|▎         | 990/30000 [01:29<29:54, 16.17it/s, Loss=0.0614438]
Training progress:   3%|▎         | 990/30000 [01:29<29:54, 16.17it/s, Loss=0.0639938]
Training progress:   3%|▎         | 1000/30000 [01:29<29:54, 16.16it/s, Loss=0.0639938]
Training progress:   3%|▎         | 1000/30000 [01:30<29:54, 16.16it/s, Loss=0.0677514]
Training progress:   3%|▎         | 1010/30000 [01:30<31:06, 15.53it/s, Loss=0.0677514]
Training progress:   3%|▎         | 1010/30000 [01:31<31:06, 15.53it/s, Loss=0.0659198]
Training progress:   3%|▎         | 1020/30000 [01:31<30:29, 15.84it/s, Loss=0.0659198]
Training progress:   3%|▎         | 1020/30000 [01:31<30:29, 15.84it/s, Loss=0.0633518]
Training progress:   3%|▎         | 1030/30000 [01:31<30:34, 15.79it/s, Loss=0.0633518]
Training progress:   3%|▎         | 1030/30000 [01:32<30:34, 15.79it/s, Loss=0.0569376]
Training progress:   3%|▎         | 1040/30000 [01:32<30:20, 15.91it/s, Loss=0.0569376]
Training progress:   3%|▎         | 1040/30000 [01:33<30:20, 15.91it/s, Loss=0.0729152]
Training progress:   4%|▎         | 1050/30000 [01:33<30:21, 15.89it/s, Loss=0.0729152]
Training progress:   4%|▎         | 1050/30000 [01:33<30:21, 15.89it/s, Loss=0.0652939]
Training progress:   4%|▎         | 1060/30000 [01:33<30:31, 15.80it/s, Loss=0.0652939]
Training progress:   4%|▎         | 1060/30000 [01:34<30:31, 15.80it/s, Loss=0.0642235]
Training progress:   4%|▎         | 1070/30000 [01:34<30:08, 16.00it/s, Loss=0.0642235]
Training progress:   4%|▎         | 1070/30000 [01:34<30:08, 16.00it/s, Loss=0.0572842]
Training progress:   4%|▎         | 1080/30000 [01:34<30:07, 16.00it/s, Loss=0.0572842]
Training progress:   4%|▎         | 1080/30000 [01:35<30:07, 16.00it/s, Loss=0.0662038]
Training progress:   4%|▎         | 1090/30000 [01:35<30:07, 16.00it/s, Loss=0.0662038]
Training progress:   4%|▎         | 1090/30000 [01:36<30:07, 16.00it/s, Loss=0.0604420]
Training progress:   4%|▎         | 1100/30000 [01:36<30:15, 15.92it/s, Loss=0.0604420]
Training progress:   4%|▎         | 1100/30000 [01:36<30:15, 15.92it/s, Loss=0.0582881]
Training progress:   4%|▎         | 1110/30000 [01:36<31:08, 15.46it/s, Loss=0.0582881]
Training progress:   4%|▎         | 1110/30000 [01:37<31:08, 15.46it/s, Loss=0.0671303]
Training progress:   4%|▎         | 1120/30000 [01:37<30:54, 15.58it/s, Loss=0.0671303]
Training progress:   4%|▎         | 1120/30000 [01:38<30:54, 15.58it/s, Loss=0.0669737]
Training progress:   4%|▍         | 1130/30000 [01:38<30:34, 15.73it/s, Loss=0.0669737]
Training progress:   4%|▍         | 1130/30000 [01:38<30:34, 15.73it/s, Loss=0.0622328]
Training progress:   4%|▍         | 1140/30000 [01:38<30:23, 15.83it/s, Loss=0.0622328]
Training progress:   4%|▍         | 1140/30000 [01:39<30:23, 15.83it/s, Loss=0.0579222]
Training progress:   4%|▍         | 1150/30000 [01:39<30:50, 15.59it/s, Loss=0.0579222]
Training progress:   4%|▍         | 1150/30000 [01:40<30:50, 15.59it/s, Loss=0.0666826]
